3,615
205,643
43,635
305,648
327,506
302,805
412,670
198,593
418,724
149,562
123,645
179,585
266,724
261,541
244,757
27,635
130,735
239,532
253,627
279,715
252,690
241,581
41,612
211,683
305,556
218,640
394,799
294,658
384,677
105,615
485,599
180,610
269,707
394,597
490,593
85,682
220,547
24,702
30,688
181,657
503,699
56,664
325,563
6,581
416,593
271,757
185,791
453,573
44,747
132,737
389,806
451,573
300,588
211,766
175,691
175,677
226,595
401,804
385,573
440,581
326,824
61,570
61,636
430,548
214,683
420,680
59,711
300,579
295,862
432,635
352,768
489,672
153,773
145,635
415,642
409,710
476,610
237,635
331,637
391,689
477,730
146,579
25,625
303,644
481,807
25,640
299,769
5,789
139,701
141,807
408,624
43,764
486,718
428,684
156,591
11,551
125,581
342,514
342,527
342,609
240,635
134,843
34,809
235,607
235,631
160,738
48,640
25,635
449,753
42,612
193,579
113,572
274,663
286,635
339,511
26,720
126,855
497,717
110,745
228,629
25,742
354,815
333,742
60,911
272,560
245,611
282,551
114,756
208,712
450,661
168,577
168,715
263,678
103,607
98,784
206,547
54,621
344,593
55,688
183,803
434,672
173,610
306,814
150,696
45,659
248,660
216,558
55,740
117,655
140,777
200,654
119,518
265,589
243,780
176,635
86,747
409,723
488,709
346,887
345,875
345,887
346,875
16,600
16,836
344,887
345,873
344,875
346,873
346,889
110,861
355,922
344,873
436,873
436,887
355,732
345,556
345,889
346,906
345,906
346,912
355,564
346,918
110,923
438,873
346,556
345,918
461,891
346,898
436,810
344,556
346,527
345,862
110,812
437,873
461,902
438,887
355,917
281,706
345,913
346,913
90,749
429,749
345,912
344,906
344,912
281,554
90,653
429,653
345,527
346,862
358,915
20,586
353,882
20,566
353,904
355,816
405,905
436,875
355,900
345,898
355,867
345,908
438,556
436,556
353,903
436,785
344,889
344,862
358,706
358,874
355,860
213,917
112,732
346,853
436,853
353,831
355,659
344,908
285,907
438,810
353,571
436,889
436,527
461,776
365,892
436,514
353,909
345,514
346,514
355,809
461,844
355,578
353,869
110,821
16,620
213,867
353,921
285,919
438,853
346,716
345,853
344,810
345,810
353,877
355,892
110,849
344,913
285,888
355,843
16,623
353,748
353,878
346,633
355,854
213,922
346,908
353,855
35,843
355,895
16,897
465,792
213,876
44,907
110,540
353,510
346,728
437,887
345,728
437,810
437,556
437,514
438,514
353,787
35,901
16,845
436,609
16,852
16,755
346,914
405,880
353,848
438,862
355,649
90,847
429,847
344,918
16,788
353,734
35,732
365,732
120,732
17,540
45,540
45,641
47,540
47,618
47,519
51,693
55,798
55,799
61,777
65,868
65,890
76,553
88,588
88,725
88,883
89,629
96,631
97,654
99,805
100,737
108,594
111,686
123,516
137,688
142,798
151,659
155,534
165,730
171,731
173,800
178,584
199,656
202,685
204,526
211,707
211,580
216,779
221,530
224,504
229,730
231,812
231,591
231,629
233,837
238,846
250,642
256,749
257,531
257,556
264,575
264,610
273,863
273,544
273,546
273,864
273,767
107,612
283,771
289,894
296,534
300,827
304,526
307,826
307,813
321,794
335,758
343,920
343,910
343,828
343,573
343,896
158,886
158,790
158,884
158,878
368,605
371,581
372,858
382,504
403,585
404,721
405,668
407,698
415,596
422,612
429,632
431,550
223,582
437,747
446,651
463,666
479,817
497,815
501,803
435,785
482,733
482,856
